#Time         gpu    pwr  gtemp  mtemp     sm    mem    enc    dec    jpg    ofa   mclk   pclk     fb   bar1   ccpm 
#HH:MM:SS     Idx      W      C      C      %      %      %      %      %      %    MHz    MHz     MB     MB     MB 
 22:59:47       0    191     71      -     98     18      0      0      -      -   3615   1531  17819      2      0 
 22:59:47       1     10     33      -      0      0      0      0      -      -    405    544      0      2      0 
 22:59:47       2    178     68      -     98     20      0      0      -      -   3615   1531  17819      2      0 
 22:59:47       3     11     33      -      0      0      0      0      -      -    405    544      0      2      0 
 23:00:17       0    184     71      -     97     20      0      0      -      -   3615   1531  17819      2      0 
 23:00:17       1     10     33      -      0      0      0      0      -      -    405    544      0      2      0 
 23:00:17       2    189     68      -     99     11      0      0      -      -   3615   1531  17819      2      0 
 23:00:17       3     10     33      -      0      0      0      0      -      -    405    544      0      2      0 
 23:00:47       0    183     71      -     99     11      0      0      -      -   3615   1531  17819      2      0 
 23:00:47       1     10     33      -      0      0      0      0      -      -    405    544      0      2      0 
 23:00:47       2    187     67      -     98     20      0      0      -      -   3615   1531  17819      2      0 
 23:00:47       3     10     32      -      0      0      0      0      -      -    405    544      0      2      0 
 23:01:17       0    190     71      -     97     20      0      0      -      -   3615   1531  17819      2      0 
 23:01:17       1     10     33      -      0      0      0      0      -      -    405    544      0      2      0 
 23:01:17       2    204     67      -     99      9      0      0      -      -   3615   1531  17819      2      0 
 23:01:17       3     10     32      -      0      0      0      0      -      -    405    544      0      2      0 
 23:01:47       0    184     70      -     97     20      0      0      -      -   3615   1531  17819      2      0 
 23:01:47       1     10     33      -      0      0      0      0      -      -    405    544      0      2      0 
 23:01:47       2    188     67      -     98     16      0      0      -      -   3615   1531  17819      2      0 
 23:01:47       3     10     32      -      0      0      0      0      -      -    405    544      0      2      0 
#Time         gpu    pwr  gtemp  mtemp     sm    mem    enc    dec    jpg    ofa   mclk   pclk     fb   bar1   ccpm 
#HH:MM:SS     Idx      W      C      C      %      %      %      %      %      %    MHz    MHz     MB     MB     MB 
 23:02:17       0    184     70      -     98     14      0      0      -      -   3615   1531  17819      2      0 
 23:02:17       1     10     32      -      0      0      0      0      -      -    405    544      0      2      0 
 23:02:17       2    188     66      -     98     20      0      0      -      -   3615   1531  17819      2      0 
 23:02:17       3     10     32      -      0      0      0      0      -      -    405    544      0      2      0 
 23:02:47       0    183     70      -    100      6      0      0      -      -   3615   1531  17819      2      0 
 23:02:47       1     10     32      -      0      0      0      0      -      -    405    544      0      2      0 
 23:02:47       2    187     66      -     98     20      0      0      -      -   3615   1531  17819      2      0 
 23:02:47       3     10     32      -      0      0      0      0      -      -    405    544      0      2      0 
 23:03:17       0    193     70      -    100      6      0      0      -      -   3615   1531  17819      2      0 
 23:03:17       1     10     32      -      0      0      0      0      -      -    405    544      0      2      0 
 23:03:17       2    184     66      -     99     13      0      0      -      -   3615   1531  17819      2      0 
 23:03:17       3     10     32      -      0      0      0      0      -      -    405    544      0      2      0 
 23:03:47       0    184     70      -     98     16      0      0      -      -   3615   1531  17819      2      0 
 23:03:47       1     10     32      -      0      0      0      0      -      -    405    544      0      2      0 
 23:03:47       2    187     66      -     99      9      0      0      -      -   3615   1531  17819      2      0 
 23:03:47       3     11     31      -      0      0      0      0      -      -    405    544      0      2      0 
 23:04:17       0    184     70      -    100      5      0      0      -      -   3615   1531  17819      2      0 
 23:04:17       1     10     32      -      0      0      0      0      -      -    405    544      0      2      0 
 23:04:17       2    187     66      -     98     20      0      0      -      -   3615   1531  17819      2      0 
 23:04:17       3     10     31      -      0      0      0      0      -      -    405    544      0      2      0 
 23:04:47       0    187     69      -    100      8      0      0      -      -   3615   1531  17819      2      0 
 23:04:47       1     10     32      -      0      0      0      0      -      -    405    544      0      2      0 
 23:04:47       2    203     66      -     99     17      0      0      -      -   3615   1531  17819      2      0 
 23:04:47       3     10     32      -      0      0      0      0      -      -    405    544      0      2      0 
 23:05:17       0    183     69      -     78      9      0      0      -      -   3615   1531  17819      2      0 
 23:05:17       1     10     32      -      0      0      0      0      -      -    405    544      0      2      0 
 23:05:17       2    193     65      -     95      7      0      0      -      -   3615   1531  17819      2      0 
 23:05:17       3     10     32      -      0      0      0      0      -      -    405    544      0      2      0 
 23:05:47       0    184     70      -     97     20      0      0      -      -   3615   1531  17819      2      0 
 23:05:47       1     10     32      -      0      0      0      0      -      -    405    544      0      2      0 
 23:05:47       2    187     66      -     99     10      0      0      -      -   3615   1531  17819      2      0 
 23:05:47       3     10     32      -      0      0      0      0      -      -    405    544      0      2      0 
 23:06:17       0    183     70      -     78     16      0      0      -      -   3615   1531  17819      2      0 
 23:06:17       1     10     33      -      0      0      0      0      -      -    405    544      0      2      0 
 23:06:17       2    186     66      -     83      7      0      0      -      -   3615   1531  17819      2      0 
 23:06:17       3     10     32      -      0      0      0      0      -      -    405    544      0      2      0 
 23:06:47       0    189     71      -    100      5      0      0      -      -   3615   1531  17819      2      0 
 23:06:47       1     10     33      -      0      0      0      0      -      -    405    544      0      2      0 
 23:06:47       2    219     67      -     99     11      0      0      -      -   3615   1531  17819      2      0 
 23:06:47       3     10     32      -      0      0      0      0      -      -    405    544      0      2      0 
 23:07:17       0    184     71      -     97     20      0      0      -      -   3615   1531  17819      2      0 
 23:07:17       1     10     33      -      0      0      0      0      -      -    405    544      0      2      0 
 23:07:17       2    188     67      -     99     10      0      0      -      -   3615   1531  17819      2      0 
 23:07:17       3     11     32      -      0      0      0      0      -      -    405    544      0      2      0 
#Time         gpu    pwr  gtemp  mtemp     sm    mem    enc    dec    jpg    ofa   mclk   pclk     fb   bar1   ccpm 
#HH:MM:SS     Idx      W      C      C      %      %      %      %      %      %    MHz    MHz     MB     MB     MB 
 23:07:47       0    185     71      -     98     17      0      0      -      -   3615   1531  17819      2      0 
 23:07:47       1     10     33      -      0      0      0      0      -      -    405    544      0      2      0 
 23:07:47       2    190     67      -    100      5      0      0      -      -   3615   1531  17819      2      0 
 23:07:47       3     11     33      -      0      0      0      0      -      -    405    544      0      2      0 
 23:08:17       0    167     71      -     98     14      0      0      -      -   3615   1531  17819      2      0 
 23:08:17       1     10     33      -      0      0      0      0      -      -    405    544      0      2      0 
 23:08:17       2    156     67      -    100      4      0      0      -      -   3615   1531  17819      2      0 
 23:08:17       3     10     33      -      0      0      0      0      -      -    405    544      0      2      0 
 23:08:47       0    185     71      -     98     20      0      0      -      -   3615   1531  17819      2      0 
 23:08:47       1     10     34      -      0      0      0      0      -      -    405    544      0      2      0 
 23:08:47       2    190     67      -     98     21      0      0      -      -   3615   1531  17819      2      0 
 23:08:47       3     10     33      -      0      0      0      0      -      -    405    544      0      2      0 
 23:09:17       0    186     72      -    100      5      0      0      -      -   3615   1531  17819      2      0 
 23:09:17       1     10     34      -      0      0      0      0      -      -    405    544      0      2      0 
 23:09:17       2    189     67      -     99     14      0      0      -      -   3615   1531  17819      2      0 
 23:09:17       3     11     33      -      0      0      0      0      -      -    405    544      0      2      0 
 23:09:47       0    185     72      -     98     16      0      0      -      -   3615   1531  17819      2      0 
 23:09:47       1     10     34      -      0      0      0      0      -      -    405    544      0      2      0 
 23:09:47       2    189     67      -     98     20      0      0      -      -   3615   1531  17819      2      0 
 23:09:47       3     11     33      -      0      0      0      0      -      -    405    544      0      2      0 
 23:10:17       0    184     72      -     97     21      0      0      -      -   3615   1531  17819      2      0 
 23:10:17       1     10     34      -      0      0      0      0      -      -    405    544      0      2      0 
 23:10:17       2    188     67      -     99     13      0      0      -      -   3615   1531  17819      2      0 
 23:10:17       3     11     33      -      0      0      0      0      -      -    405    544      0      2      0 
 23:10:47       0    183     72      -     97     21      0      0      -      -   3615   1531  17819      2      0 
 23:10:47       1     10     34      -      0      0      0      0      -      -    405    544      0      2      0 
 23:10:47       2    188     67      -     99     12      0      0      -      -   3615   1531  17819      2      0 
 23:10:47       3     11     33      -      0      0      0      0      -      -    405    544      0      2      0 
 23:11:17       0    184     71      -     99      9      0      0      -      -   3615   1531  17819      2      0 
 23:11:17       1     10     34      -      0      0      0      0      -      -    405    544      0      2      0 
 23:11:17       2    188     67      -     98     20      0      0      -      -   3615   1531  17819      2      0 
 23:11:17       3     11     33      -      0      0      0      0      -      -    405    544      0      2      0 
 23:11:47       0    150     71      -     99      8      0      0      -      -   3615   1531  17819      2      0 
 23:11:47       1     10     34      -      0      0      0      0      -      -    405    544      0      2      0 
 23:11:47       2    175     67      -    100      5      0      0      -      -   3615   1531  17819      2      0 
 23:11:47       3     11     33      -      0      0      0      0      -      -    405    544      0      2      0 
 23:12:17       0    183     71      -    100      5      0      0      -      -   3615   1531  17819      2      0 
 23:12:17       1     10     34      -      0      0      0      0      -      -    405    544      0      2      0 
 23:12:17       2    187     67      -     99     15      0      0      -      -   3615   1531  17819      2      0 
 23:12:17       3     11     33      -      0      0      0      0      -      -    405    544      0      2      0 
 23:12:47       0    185     71      -    100      9      0      0      -      -   3615   1531  17819      2      0 
 23:12:47       1     10     34      -      0      0      0      0      -      -    405    544      0      2      0 
 23:12:47       2    190     68      -     99     15      0      0      -      -   3615   1531  17819      2      0 
 23:12:47       3     10     33      -      0      0      0      0      -      -    405    544      0      2      0 
#Time         gpu    pwr  gtemp  mtemp     sm    mem    enc    dec    jpg    ofa   mclk   pclk     fb   bar1   ccpm 
#HH:MM:SS     Idx      W      C      C      %      %      %      %      %      %    MHz    MHz     MB     MB     MB 
 23:13:17       0    184     71      -     99     12      0      0      -      -   3615   1531  17819      2      0 
 23:13:17       1     10     34      -      0      0      0      0      -      -    405    544      0      2      0 
 23:13:17       2    189     67      -     99     19      0      0      -      -   3615   1531  17819      2      0 
 23:13:17       3     10     33      -      0      0      0      0      -      -    405    544      0      2      0 
 23:13:47       0    200     71      -     99      7      0      0      -      -   3615   1531  17819      2      0 
 23:13:47       1     10     34      -      0      0      0      0      -      -    405    544      0      2      0 
 23:13:47       2    200     67      -    100      4      0      0      -      -   3615   1531  17819      2      0 
 23:13:47       3     10     33      -      0      0      0      0      -      -    405    544      0      2      0 
 23:14:17       0    185     71      -     97     20      0      0      -      -   3615   1531  17819      2      0 
 23:14:17       1     10     34      -      0      0      0      0      -      -    405    544      0      2      0 
 23:14:17       2    188     67      -    100      9      0      0      -      -   3615   1531  17819      2      0 
 23:14:17       3     10     33      -      0      0      0      0      -      -    405    544      0      2      0 
 23:14:47       0    192     71      -    100      5      0      0      -      -   3615   1531  17819      2      0 
 23:14:47       1     10     34      -      0      0      0      0      -      -    405    544      0      2      0 
 23:14:47       2    188     67      -     98     18      0      0      -      -   3615   1531  17819      2      0 
 23:14:47       3     11     33      -      0      0      0      0      -      -    405    544      0      2      0 
 23:15:17       0    171     71      -    100      5      0      0      -      -   3615   1531  17819      2      0 
 23:15:17       1     10     34      -      0      0      0      0      -      -    405    544      0      2      0 
 23:15:17       2    160     67      -    100      6      0      0      -      -   3615   1531  17819      2      0 
 23:15:17       3     12     33      -      0      0      0      0      -      -    405    544      0      2      0 
 23:15:47       0    182     70      -     98     16      0      0      -      -   3615   1531  17819      2      0 
 23:15:47       1     10     34      -      0      0      0      0      -      -    405    544      0      2      0 
 23:15:47       2    185     66      -     81     16      0      0      -      -   3615   1531  17819      2      0 
 23:15:47       3     15     33      -      0      0      0      0      -      -    405    544      0      2      0 
 23:16:17       0    182     70      -     72     19      0      0      -      -   3615   1531  17819      2      0 
 23:16:17       1     10     33      -      0      0      0      0      -      -    405    544      0      2      0 
 23:16:17       2    186     67      -     99     14      0      0      -      -   3615   1531  17819      2      0 
 23:16:17       3     10     33      -      0      0      0      0      -      -    405    544      0      2      0 
 23:16:47       0    178     71      -     99     11      0      0      -      -   3615   1531  17819      2      0 
 23:16:47       1     10     33      -      0      0      0      0      -      -    405    544      0      2      0 
 23:16:47       2    164     67      -    100      5      0      0      -      -   3615   1531  17819      2      0 
 23:16:47       3     10     33      -      0      0      0      0      -      -    405    544      0      2      0 
 23:17:17       0    184     70      -     97     20      0      0      -      -   3615   1531  17819      2      0 
 23:17:17       1     10     33      -      0      0      0      0      -      -    405    544      0      2      0 
 23:17:17       2    188     67      -     99     12      0      0      -      -   3615   1531  17819      2      0 
 23:17:17       3     10     33      -      0      0      0      0      -      -    405    544      0      2      0 
 23:17:47       0    198     70      -    100      4      0      0      -      -   3615   1531  17819      2      0 
 23:17:47       1     10     33      -      0      0      0      0      -      -    405    544      0      2      0 
 23:17:47       2    187     66      -    100      6      0      0      -      -   3615   1531  17819      2      0 
 23:17:47       3     10     32      -      0      0      0      0      -      -    405    544      0      2      0 
 23:18:17       0    140     70      -    100      5      0      0      -      -   3615   1531  17819      2      0 
 23:18:17       1     10     33      -      0      0      0      0      -      -    405    544      0      2      0 
 23:18:17       2    132     66      -    100      4      0      0      -      -   3615   1531  17819      2      0 
 23:18:17       3     10     32      -      0      0      0      0      -      -    405    544      0      2      0 
#Time         gpu    pwr  gtemp  mtemp     sm    mem    enc    dec    jpg    ofa   mclk   pclk     fb   bar1   ccpm 
#HH:MM:SS     Idx      W      C      C      %      %      %      %      %      %    MHz    MHz     MB     MB     MB 
 23:18:47       0    181     70      -     99     13      0      0      -      -   3615   1531  17819      2      0 
 23:18:47       1     10     33      -      0      0      0      0      -      -    405    544      0      2      0 
 23:18:47       2    209     66      -    100      6      0      0      -      -   3615   1531  17819      2      0 
 23:18:47       3     10     32      -      0      0      0      0      -      -    405    544      0      2      0 
 23:19:17       0    183     70      -    100      4      0      0      -      -   3615   1531  17819      2      0 
 23:19:17       1     10     33      -      0      0      0      0      -      -    405    544      0      2      0 
 23:19:17       2    187     66      -     99     14      0      0      -      -   3615   1531  17819      2      0 
 23:19:17       3     10     32      -      0      0      0      0      -      -    405    544      0      2      0 
 23:19:47       0    184     70      -     98     15      0      0      -      -   3615   1531  17819      2      0 
 23:19:47       1     10     33      -      0      0      0      0      -      -    405    544      0      2      0 
 23:19:47       2    188     66      -    100      5      0      0      -      -   3615   1531  17819      2      0 
 23:19:47       3     10     33      -      0      0      0      0      -      -    405    544      0      2      0 
 23:20:18       0    136     70      -    100      6      0      0      -      -   3615   1531  17819      2      0 
 23:20:18       1     10     33      -      0      0      0      0      -      -    405    544      0      2      0 
 23:20:18       2    178     67      -    100      5      0      0      -      -   3615   1531  17819      2      0 
 23:20:18       3     10     32      -      0      0      0      0      -      -    405    544      0      2      0 
 23:20:48       0    184     70      -    100      5      0      0      -      -   3615   1531  17819      2      0 
 23:20:48       1     10     33      -      0      0      0      0      -      -    405    544      0      2      0 
 23:20:48       2    188     66      -     99     15      0      0      -      -   3615   1531  17819      2      0 
 23:20:48       3     10     32      -      0      0      0      0      -      -    405    544      0      2      0 
 23:21:18       0    184     70      -    100      7      0      0      -      -   3615   1531  17819      2      0 
 23:21:18       1     10     33      -      0      0      0      0      -      -    405    544      0      2      0 
 23:21:18       2    188     67      -     98     20      0      0      -      -   3615   1531  17819      2      0 
 23:21:18       3     10     33      -      0      0      0      0      -      -    405    544      0      2      0 
 23:21:48       0    185     70      -    100      4      0      0      -      -   3615   1531  17819      2      0 
 23:21:48       1     10     33      -      0      0      0      0      -      -    405    544      0      2      0 
 23:21:48       2    180     66      -    100      5      0      0      -      -   3615   1531  17819      2      0 
 23:21:48       3     10     33      -      0      0      0      0      -      -    405    544      0      2      0 
 23:22:18       0    161     70      -    100      5      0      0      -      -   3615   1531  17819      2      0 
 23:22:18       1     10     33      -      0      0      0      0      -      -    405    544      0      2      0 
 23:22:18       2    155     66      -    100      6      0      0      -      -   3615   1531  17819      2      0 
 23:22:18       3     10     32      -      0      0      0      0      -      -    405    544      0      2      0 
 23:22:48       0    180     69      -     72      7      0      0      -      -   3615   1531  17819      2      0 
 23:22:48       1     10     33      -      0      0      0      0      -      -    405    544      0      2      0 
 23:22:48       2    171     66      -     90      7      0      0      -      -   3615   1531  17819      2      0 
 23:22:48       3     10     32      -      0      0      0      0      -      -    405    544      0      2      0 
 23:23:18       0    183     70      -    100      5      0      0      -      -   3615   1531  17819      2      0 
 23:23:18       1      9     33      -      0      0      0      0      -      -    405    544      0      2      0 
 23:23:18       2    189     66      -    100      6      0      0      -      -   3615   1531  17819      2      0 
 23:23:18       3     11     32      -      0      0      0      0      -      -    405    544      0      2      0 
 23:23:48       0    191     70      -    100      5      0      0      -      -   3615   1531  17819      2      0 
 23:23:48       1     10     33      -      0      0      0      0      -      -    405    544      0      2      0 
 23:23:48       2    174     66      -    100      5      0      0      -      -   3615   1531  17819      2      0 
 23:23:48       3     11     32      -      0      0      0      0      -      -    405    544      0      2      0 
#Time         gpu    pwr  gtemp  mtemp     sm    mem    enc    dec    jpg    ofa   mclk   pclk     fb   bar1   ccpm 
#HH:MM:SS     Idx      W      C      C      %      %      %      %      %      %    MHz    MHz     MB     MB     MB 
 23:24:18       0    184     70      -     99      9      0      0      -      -   3615   1531  17819      2      0 
 23:24:18       1     10     33      -      0      0      0      0      -      -    405    544      0      2      0 
 23:24:18       2    187     66      -     99     15      0      0      -      -   3615   1531  17819      2      0 
 23:24:18       3     11     33      -      0      0      0      0      -      -    405    544      0      2      0 
 23:24:48       0    183     70      -    100      4      0      0      -      -   3615   1531  17819      2      0 
 23:24:48       1     10     33      -      0      0      0      0      -      -    405    544      0      2      0 
 23:24:48       2    187     66      -    100      4      0      0      -      -   3615   1531  17819      2      0 
 23:24:48       3     10     33      -      0      0      0      0      -      -    405    544      0      2      0 
 23:25:18       0    183     70      -     98     19      0      0      -      -   3615   1531  17819      2      0 
 23:25:18       1     10     33      -      0      0      0      0      -      -    405    544      0      2      0 
 23:25:18       2    187     66      -     99     14      0      0      -      -   3615   1531  17819      2      0 
 23:25:18       3     10     33      -      0      0      0      0      -      -    405    544      0      2      0 
 23:25:48       0    182     70      -     69     16      0      0      -      -   3615   1531  17819      2      0 
 23:25:48       1     10     33      -      0      0      0      0      -      -    405    544      0      2      0 
 23:25:48       2    185     66      -     73      8      0      0      -      -   3615   1531  17819      2      0 
 23:25:48       3     10     33      -      0      0      0      0      -      -    405    544      0      2      0 
 23:26:18       0    142     70      -    100      5      0      0      -      -   3615   1531  17819      2      0 
 23:26:18       1     10     33      -      0      0      0      0      -      -    405    544      0      2      0 
 23:26:18       2    167     67      -    100      7      0      0      -      -   3615   1531  17819      2      0 
 23:26:18       3     10     33      -      0      0      0      0      -      -    405    544      0      2      0 
 23:26:48       0    212     70      -     99     11      0      0      -      -   3615   1531  17819      2      0 
 23:26:48       1     10     33      -      0      0      0      0      -      -    405    544      0      2      0 
 23:26:48       2    200     67      -    100      6      0      0      -      -   3615   1531  17819      2      0 
 23:26:48       3     11     33      -      0      0      0      0      -      -    405    544      0      2      0 
 23:27:18       0    183     71      -    100      4      0      0      -      -   3615   1531  17819      2      0 
 23:27:18       1     10     34      -      0      0      0      0      -      -    405    544      0      2      0 
 23:27:18       2    189     67      -    100      9      0      0      -      -   3615   1531  17819      2      0 
 23:27:18       3     10     33      -      0      0      0      0      -      -    405    544      0      2      0 
 23:27:48       0    184     70      -    100      4      0      0      -      -   3615   1531  17819      2      0 
 23:27:48       1     10     34      -      0      0      0      0      -      -    405    544      0      2      0 
 23:27:48       2    197     67      -    100      5      0      0      -      -   3615   1531  17819      2      0 
 23:27:48       3     11     33      -      0      0      0      0      -      -    405    544      0      2      0 
 23:28:18       0    186     71      -     99     14      0      0      -      -   3615   1531  17819      2      0 
 23:28:18       1     10     34      -      0      0      0      0      -      -    405    544      0      2      0 
 23:28:18       2    190     67      -    100      5      0      0      -      -   3615   1531  17819      2      0 
 23:28:18       3     10     33      -      0      0      0      0      -      -    405    544      0      2      0 
 23:28:48       0    207     70      -    100      6      0      0      -      -   3615   1531  17819      2      0 
 23:28:48       1     10     33      -      0      0      0      0      -      -    405    544      0      2      0 
 23:28:48       2    196     67      -    100      5      0      0      -      -   3615   1531  17819      2      0 
 23:28:48       3     10     33      -      0      0      0      0      -      -    405    544      0      2      0 
 23:29:18       0    143     70      -    100      6      0      0      -      -   3615   1531  17819      2      0 
 23:29:18       1     10     33      -      0      0      0      0      -      -    405    544      0      2      0 
 23:29:18       2    144     67      -    100      5      0      0      -      -   3615   1531  17819      2      0 
 23:29:18       3     10     33      -      0      0      0      0      -      -    405    544      0      2      0 
#Time         gpu    pwr  gtemp  mtemp     sm    mem    enc    dec    jpg    ofa   mclk   pclk     fb   bar1   ccpm 
#HH:MM:SS     Idx      W      C      C      %      %      %      %      %      %    MHz    MHz     MB     MB     MB 
 23:29:48       0    181     70      -     95      8      0      0      -      -   3615   1531  17819      2      0 
 23:29:48       1     10     33      -      0      0      0      0      -      -    405    544      0      2      0 
 23:29:48       2    185     66      -     70     16      0      0      -      -   3615   1531  17819      2      0 
 23:29:48       3     10     33      -      0      0      0      0      -      -    405    544      0      2      0 
 23:30:18       0    182     70      -     79      7      0      0      -      -   3615   1531  17819      2      0 
 23:30:18       1     10     33      -      0      0      0      0      -      -    405    544      0      2      0 
 23:30:18       2    186     66      -     79     17      0      0      -      -   3615   1531  17819      2      0 
 23:30:18       3     10     33      -      0      0      0      0      -      -    405    544      0      2      0 
 23:30:48       0     71     70      -    100      5      0      0      -      -   3615   1531  17819      2      0 
 23:30:48       1     10     33      -      0      0      0      0      -      -    405    544      0      2      0 
 23:30:48       2     76     66      -    100      6      0      0      -      -   3615   1531  17819      2      0 
 23:30:48       3     10     33      -      0      0      0      0      -      -    405    544      0      2      0 
 23:31:18       0    184     70      -     97     20      0      0      -      -   3615   1531  17819      2      0 
 23:31:18       1     10     33      -      0      0      0      0      -      -    405    544      0      2      0 
 23:31:18       2    188     67      -     98     22      0      0      -      -   3615   1531  17819      2      0 
 23:31:18       3     11     33      -      0      0      0      0      -      -    405    544      0      2      0 
 23:31:48       0    183     70      -    100      4      0      0      -      -   3615   1531  17819      2      0 
 23:31:48       1     10     33      -      0      0      0      0      -      -    405    544      0      2      0 
 23:31:48       2    187     67      -     95     21      0      0      -      -   3615   1531  17819      2      0 
 23:31:48       3     10     33      -      0      0      0      0      -      -    405    544      0      2      0 
 23:32:18       0    193     70      -     95     54      0      0      -      -   3615   1531  17819      2      0 
 23:32:18       1     10     33      -      0      0      0      0      -      -    405    544      0      2      0 
 23:32:18       2    197     66      -     94     55      0      0      -      -   3615   1531  17819      2      0 
 23:32:18       3     10     33      -      0      0      0      0      -      -    405    544      0      2      0 
 23:32:48       0     53     55      -      0      0      0      0      -      -   3615   1303  11125      2      0 
 23:32:48       1     51     36      -      0      0      0      0      -      -   3615   1303  11125      2      0 
 23:32:48       2     55     53      -      0      0      0      0      -      -   3615   1303  11125      2      0 
 23:32:48       3     51     36      -      0      0      0      0      -      -   3615   1303  11125      2      0 
 23:33:18       0    123     59      -     94     21      0      0      -      -   3615   1531  11179      2      0 
 23:33:18       1    137     45      -     94     21      0      0      -      -   3615   1531  11179      2      0 
 23:33:18       2    125     56      -     89     22      0      0      -      -   3615   1531  11179      2      0 
 23:33:18       3    106     45      -     90     21      0      0      -      -   3615   1531  11179      2      0 
 23:33:48       0    121     60      -     94     19      0      0      -      -   3615   1531  11179      2      0 
 23:33:48       1    120     51      -     94     21      0      0      -      -   3615   1531  11179      2      0 
 23:33:48       2    136     58      -     90     21      0      0      -      -   3615   1531  11179      2      0 
 23:33:48       3    116     49      -     90     20      0      0      -      -   3615   1531  11179      2      0 
 23:34:18       0    140     62      -     94     19      0      0      -      -   3615   1531  11179      2      0 
 23:34:18       1    147     54      -     95     18      0      0      -      -   3615   1531  11179      2      0 
 23:34:18       2    156     59      -     91     19      0      0      -      -   3615   1531  11179      2      0 
 23:34:18       3    153     53      -     90     19      0      0      -      -   3615   1531  11179      2      0 
 23:34:48       0    122     62      -     93     22      0      0      -      -   3615   1531  11179      2      0 
 23:34:48       1    118     57      -     93     22      0      0      -      -   3615   1531  11179      2      0 
 23:34:48       2    107     60      -     89     22      0      0      -      -   3615   1531  11179      2      0 
 23:34:48       3    124     54      -     89     23      0      0      -      -   3615   1531  11179      2      0 
#Time         gpu    pwr  gtemp  mtemp     sm    mem    enc    dec    jpg    ofa   mclk   pclk     fb   bar1   ccpm 
#HH:MM:SS     Idx      W      C      C      %      %      %      %      %      %    MHz    MHz     MB     MB     MB 
 23:35:18       0    132     64      -     94     21      0      0      -      -   3615   1531  11179      2      0 
 23:35:18       1    120     59      -     94     21      0      0      -      -   3615   1531  11179      2      0 
 23:35:18       2    132     61      -     90     21      0      0      -      -   3615   1531  11179      2      0 
 23:35:18       3    114     56      -     89     20      0      0      -      -   3615   1531  11179      2      0 
 23:35:48       0    128     66      -     95     20      0      0      -      -   3615   1531  11179      2      0 
 23:35:48       1    131     61      -     94     19      0      0      -      -   3615   1531  11179      2      0 
 23:35:48       2    118     63      -     91     20      0      0      -      -   3615   1531  11179      2      0 
 23:35:48       3    118     59      -     90     19      0      0      -      -   3615   1531  11179      2      0 
 23:36:18       0    161     67      -     58      8      0      0      -      -   3615   1531  11179      2      0 
 23:36:18       1    144     64      -     59      9      0      0      -      -   3615   1531  11179      2      0 
 23:36:18       2    132     65      -     63     11      0      0      -      -   3615   1531  11179      2      0 
 23:36:18       3    148     60      -     59     10      0      0      -      -   3615   1531  11179      2      0 
 23:36:48       0    148     69      -     95     19      0      0      -      -   3615   1531  11179      2      0 
 23:36:48       1    158     66      -     94     19      0      0      -      -   3615   1531  11179      2      0 
 23:36:48       2    163     66      -     90     20      0      0      -      -   3615   1531  11179      2      0 
 23:36:48       3    161     62      -     90     19      0      0      -      -   3615   1531  11179      2      0 
 23:37:18       0    115     70      -     96     16      0      0      -      -   3615   1531  11179      2      0 
 23:37:18       1    121     68      -     95     19      0      0      -      -   3615   1531  11179      2      0 
 23:37:18       2    147     67      -     91     19      0      0      -      -   3615   1531  11179      2      0 
 23:37:18       3    116     63      -     91     19      0      0      -      -   3615   1531  11179      2      0 
 23:37:48       0    111     71      -     95     18      0      0      -      -   3615   1531  11179      2      0 
 23:37:48       1    143     69      -     95     18      0      0      -      -   3615   1531  11179      2      0 
 23:37:48       2    133     68      -     91     18      0      0      -      -   3615   1531  11179      2      0 
 23:37:48       3    111     64      -     92     18      0      0      -      -   3615   1531  11179      2      0 
 23:38:18       0    133     72      -     95     18      0      0      -      -   3615   1531  11179      2      0 
 23:38:18       1    148     70      -     96     15      0      0      -      -   3615   1531  11179      2      0 
 23:38:18       2    158     69      -     91     18      0      0      -      -   3615   1531  11179      2      0 
 23:38:18       3    129     65      -     93     16      0      0      -      -   3615   1531  11179      2      0 
 23:38:48       0     69     72      -     95     17      0      0      -      -   3615   1531  11179      2      0 
 23:38:48       1     70     71      -     87     14      0      0      -      -   3615   1531  11179      2      0 
 23:38:48       2     74     70      -     93     15      0      0      -      -   3615   1531  11179      2      0 
 23:38:48       3     66     65      -     92     17      0      0      -      -   3615   1531  11179      2      0 
 23:39:18       0    116     72      -     95     17      0      0      -      -   3615   1531  11179      2      0 
 23:39:18       1    129     71      -     96     14      0      0      -      -   3615   1531  11179      2      0 
 23:39:18       2    144     70      -     92     17      0      0      -      -   3615   1531  11179      2      0 
 23:39:18       3    147     65      -     94     14      0      0      -      -   3615   1531  11179      2      0 
 23:39:48       0    179     72      -     96     14      0      0      -      -   3615   1531  11179      2      0 
 23:39:48       1    183     71      -     96     14      0      0      -      -   3615   1531  11179      2      0 
 23:39:48       2    178     70      -     94     14      0      0      -      -   3615   1531  11179      2      0 
 23:39:48       3    169     65      -     93     16      0      0      -      -   3615   1531  11179      2      0 
 23:40:18       0    122     72      -     96     14      0      0      -      -   3615   1531  11179      2      0 
 23:40:18       1    124     71      -     96     16      0      0      -      -   3615   1531  11179      2      0 
 23:40:18       2    139     70      -     93     16      0      0      -      -   3615   1531  11179      2      0 
 23:40:18       3    142     65      -     93     16      0      0      -      -   3615   1531  11179      2      0 
